plan,district,modelled_outcome_22,GOV_22,USS_22,WAG_22,WST_22,PRE_20,GOV_18,USS_18,WAG_18,PRE_16,USS_16,GOV_14,WAG_14,GOV_12,PRE_12,USS_12
evers24_wsa,62,22.414024473545656,23.54910849529898,21.218699340815135,21.375913952324737,19.452267791720633,24.794733338264663,22.03830068236848,31.23509143917307,21.606944135321616,23.158825183816145,18.03345241961675,17.57197696737044,15.383476458395023,19.439027550869127,30.90541889288186,30.422654165728417
evers24_wsa,63,-18.051645638047546,-11.946391472858252,-16.503107942917204,-13.639347636223237,-17.25331881713662,-13.592493297587133,-21.44337911376004,-9.449152542372886,-21.686155055517343,-16.04282913587694,-23.005431502715755,-29.019916329960303,-29.220423230145098,-26.511850217155487,-16.661252898254432,-15.868827976667527
evers24_wsa,64,12.26407702600332,12.593665860394637,9.755709407035084,11.56603502702016,9.683436404065077,10.10400878640952,18.064303978741364,26.17894029538575,16.27564290962419,12.978293923486117,10.15781537503629,11.098124628164458,11.208882433651862,14.665027950249765,24.52239967423114,23.721479391358756
evers24_wsa,65,11.868324567524217,12.365260419996844,9.220147707839004,11.422394340515101,9.15947958212507,9.31925600878049,17.85613920996431,25.670440843146725,15.518921474594826,11.376730287696397,9.851737286691693,11.609187654115678,10.680303527871333,14.71080696019757,23.31616092824654,22.92052158646098
evers24_wsa,66,11.216254941109181,12.342292424378998,8.891737546081036,10.642395421366363,8.202942535188813,11.483174350821413,11.82700080840744,21.19465974110295,9.64396537644946,11.799322134902607,7.174820441469565,7.789111140548421,7.5957998090822265,10.089533062994338,18.762382776383564,19.347664936990363
evers24_wsa,67,-32.31026062377774,-23.248639357596623,-29.128806274946022,-25.113362303928838,-26.918609113852355,-26.20413366111263,-16.14559796228586,-6.916604800791881,-16.084497671324023,-25.07502387123175,-18.548331375665033,-15.962981721073715,-14.19495543333965,-18.47916758133205,-2.0158534918682527,-0.8026965042740974
evers24_wsa,68,-37.903462428763774,-32.45487505467903,-37.76787589453052,-30.479520772677127,-35.098178925794954,-34.9280272962163,-27.847865503565444,-12.858277206699931,-26.654010536624074,-32.98243134113027,-25.744174387619235,-24.86484742550695,-25.823134485238953,-29.452604841025774,-7.448207357640635,-4.292748555174647
evers24_wsa,69,-44.04639190321172,-36.148569828752734,-42.56667918858001,-34.47755563938137,-39.797079461407165,-39.695423911829316,-32.997215019686934,-15.302817922567552,-31.00457955763422,-35.24519911422304,-27.42254353008479,-34.637010499079466,-32.38090317247081,-39.84757659046858,-12.903851525987326,-8.551540956523768
evers24_wsa,7,20.171767259761484,21.717403324927208,17.474642745558445,20.08051881376005,17.941740027043124,17.031784668571635,13.5983793365409,23.895949334806815,12.499464920166087,11.669265612237318,7.942605355327087,0.6945442352828457,-0.1814882032667886,0.6909734582193905,11.685739926925143,10.837490494196267
evers24_wsa,70,-27.5431644256886,-16.37764064681771,-23.447716102268117,-17.417458163726824,-20.95455583466545,-22.552599547904713,-10.761275733081993,0.3318331734375568,-11.935119243064618,-20.015908448607323,-12.504296954720612,-8.171230622550068,-10.519607702721517,-13.211688864771537,6.3209227620587,-0.02608282260321837
evers24_wsa,71,11.8911639819394,13.42322905429702,8.289464195572215,12.541818181818181,9.2599370470683,7.880467167202959,9.319328596437032,19.53650377625272,9.536064547541212,6.720346856611953,6.808229104313035,4.4434737719890425,2.85926476049016,4.872384776472233,15.435833447422077,16.055412892864197
evers24_wsa,72,-26.127586373226702,-18.419307295504794,-23.928663546925094,-19.2297703409639,-21.786508524833216,-21.536497758779355,-14.66025210710823,-3.780506063782002,-15.06241226239709,-20.651521673378724,-14.131604988379532,-9.328053559764859,-10.535804125440212,-9.88953460133044,2.063505770026619,4.4517723039454555
evers24_wsa,73,22.679668301857898,24.563861347061746,20.203099741571023,21.666593979945443,21.457776463195504,18.516306295544137,27.069856459330143,33.16026306680513,27.77001862197393,14.972895304029782,18.49481718494817,29.268292682926834,31.394875965839773,31.958803881024338,34.67295076746704,34.61775086617233
